Time,Open,High,Low,Close,Volume
1644105600.0,3012.64,3029.8,3010.43,3026.31,6166.358
1644102000.0,3019.29,3023.81,3008.26,3012.65,5882.7139
1644098400.0,3020.91,3036.78,3015.74,3019.3,5172.2888
1644094800.0,3016.75,3030.8,3010.72,3020.91,6866.6039
1644091200.0,3011,3019.92,2993.36,3016.42,8842.5267
1644087600.0,3017.48,3021.47,3003.31,3011,5480.0925
1644084000.0,3015.97,3025.86,3005.89,3017.49,10200.1621
1644080400.0,3002.22,3022.89,2961,3015.96,37190.414
1644076800.0,3051.33,3055.85,2997,3002.17,20440.494
1644073200.0,3021.49,3060.47,3005.44,3051.33,30983.9497
1644069600.0,3023.07,3048.37,3008,3021.49,16841.7016
1644066000.0,3006.07,3029.58,3003.52,3023.07,11431.2709
1644062400.0,3011.72,3023,2998.05,3006.34,11731.5737
1644058800.0,3025.1,3029.99,3002.54,3011.72,9030.2994
1644055200.0,3027.75,3035.69,3007,3025.11,10648.1674
1644051600.0,3007.94,3033,3002.27,3027.75,17479.1799
1644048000.0,3001.43,3018.54,2988.07,3007.93,10309.4591
1644044400.0,3008.86,3010.63,2996.61,3001.43,12449.2266
1644040800.0,3024.27,3037.9,3006.26,3008.63,15947.8494
1644037200.0,3013.95,3034.3,3010.55,3024.28,13011.4832
1644033600.0,2997.75,3037.3,2987.69,3013.95,22376.8651
1644030000.0,2993.21,3004.75,2980,2997.74,13062.1719
1644026400.0,2971,3009,2968,2993.2,13388.3189
1644022800.0,2981.28,2986.96,2958.01,2971.01,12504.5606
1644019200.0,2994.99,3017.02,2967.27,2981.27,35529.2442
1644015600.0,2955.91,2995,2946.37,2994.99,22704.379
1644012000.0,2954.2,2963.05,2930.17,2955.81,13906.3024
1644008400.0,2955.24,2961.55,2941.58,2954.42,8285.3987
1644004800.0,2958.75,2979,2946.23,2955.24,20069.5136
1644001200.0,2946.63,2963.52,2930,2958.75,17551.5137
1643997600.0,2954.85,2968.86,2941,2946.63,20190.9182
1643994000.0,2930.27,2960.75,2924.07,2954.59,29845.0989
1643990400.0,2871.79,2960,2867.84,2930.27,59395.7908
1643986800.0,2826.09,2928,2823.71,2871.78,89119.7374
1643983200.0,2773.43,2834.35,2762.45,2826.4,49254.0194
1643979600.0,2838.89,2856,2768.04,2773.44,43671.3264
1643976000.0,2828.33,2847.94,2828.17,2838.89,12575.4623
1643972400.0,2832.66,2843.7,2820.62,2828.17,18186.4743
1643968800.0,2847.02,2870,2823.22,2832.65,24022.0945
1643965200.0,2834.76,2857.51,2823.04,2847.02,25260.6939
1643961600.0,2804.52,2850,2803.94,2834.76,41376.4233
1643958000.0,2796.79,2807.86,2784.72,2804.55,20553.7421
1643954400.0,2770.39,2808.54,2770.39,2796.79,35222.0701
1643950800.0,2683.94,2780.67,2682.12,2770.39,63668.4822
1643947200.0,2682.99,2689.84,2675.48,2683.84,7879.7756
1643943600.0,2687.54,2695.57,2681.56,2682.99,9357.6087
1643940000.0,2679.1,2698.43,2675,2687.54,10304.5635
1643936400.0,2687.96,2688.16,2671.4,2679.1,7770.1039
1643932800.0,2695.21,2696.32,2678.2,2687.96,13803.9274
1643929200.0,2660.22,2699,2653.26,2695.46,12782.3926
1643925600.0,2659.87,2673.57,2643.31,2660.22,10088.3619
1643922000.0,2583.12,2673.76,2582.45,2659.97,26935.9299
1643918400.0,2598.11,2611.02,2576.31,2583.12,15275.7264
1643914800.0,2622.97,2629.49,2590.66,2598.11,12157.3902
1643911200.0,2626.99,2635.57,2609,2622.97,8602.8837
1643907600.0,2613.75,2629.05,2602.01,2627,12139.0778
1643904000.0,2640,2659.87,2613.55,2613.6,19452.9583
1643900400.0,2608.59,2648.4,2604.32,2640.01,30363.4843
1643896800.0,2607.24,2627.7,2595.82,2608.59,20870.8123
1643893200.0,2614.28,2628.12,2595.38,2607.24,16613.2921
1643889600.0,2622,2622.55,2576.05,2614.29,24004.8873
1643886000.0,2596.39,2625.99,2590.44,2621.91,18198.6765
1643882400.0,2619.34,2624.22,2582.75,2596.38,29929.6088
1643878800.0,2672.67,2674.32,2617.23,2618.99,16418.6545
1643875200.0,2671.35,2685,2662.13,2672.66,12224.2147
1643871600.0,2652.19,2677.58,2651.13,2671.4,14546.3456
1643868000.0,2655.64,2658.32,2638,2652.19,10425.9482
1643864400.0,2662.63,2669,2646.09,2655.46,15549.2343
1643860800.0,2657.65,2673.02,2650.69,2662.62,13242.2416
1643857200.0,2687.39,2688.5,2651.56,2657.65,13699.6708
1643853600.0,2683.34,2691.95,2669.95,2687.39,12228.5065
1643850000.0,2694.36,2707.19,2671,2683.34,10382.2585
1643846400.0,2680.25,2726.64,2664.69,2694.47,28905.507
1643842800.0,2679.36,2710.75,2669.17,2680.67,23713.5273
1643839200.0,2654.22,2700,2642.81,2679.06,24266.3194
1643835600.0,2727.93,2733.53,2612.72,2654.21,45036.0517
1643832000.0,2707.26,2735,2691.52,2728.13,20882.2993
1643828400.0,2686.89,2719.92,2684.18,2707.21,16706.1688
1643824800.0,2685.83,2689.15,2672.94,2686.89,9366.1673
1643821200.0,2669.76,2694.99,2662.18,2685.83,18552.1324
1643817600.0,2663.9,2674.72,2638,2669.77,37920.1297
1643814000.0,2687.05,2703.17,2652.92,2663.9,41081.0335
1643810400.0,2774,2777.6,2684,2687.05,53915.0441
1643806800.0,2800.99,2804.17,2770.53,2773.99,15138.8561
1643803200.0,2766.9,2810.88,2765.7,2800.99,23052.3825
1643799600.0,2764.15,2769.4,2752.89,2766.89,5235.8669
1643796000.0,2775.36,2776.06,2761.23,2764.15,7796.8679
1643792400.0,2762.92,2777.71,2756.84,2775.35,9040.7538
1643788800.0,2749.35,2764.2,2740,2762.91,8929.922
1643785200.0,2752.98,2761.85,2742.38,2749.36,8760.7643
1643781600.0,2764,2781.43,2741.05,2752.99,12137.8677
1643778000.0,2759.95,2769.04,2750,2764.01,9676.6955
1643774400.0,2781.05,2781.06,2757.44,2759.95,9904.9144
1643770800.0,2775.33,2797,2774.16,2781.05,9299.9766
1643767200.0,2756.54,2779.34,2741.67,2775.33,10782.7972
1643763600.0,2772.62,2780.25,2744.36,2756.54,11596.6154
1643760000.0,2787.48,2803.53,2760,2772.63,15032.724
1643756400.0,2788.05,2803.78,2776.26,2787.23,7245.7373
1643752800.0,2796.57,2804.02,2775.06,2788.05,6818.3512
1643749200.0,2769.56,2797.66,2769.38,2796.58,10031.4459
1643745600.0,2751.03,2786,2750.42,2770.08,9823.0517
1643742000.0,2768.32,2777.28,2750.44,2751.02,11915.9878
1643738400.0,2782,2801.11,2760,2768.32,11438.1213
1643734800.0,2801.98,2809,2765.48,2782.01,16688.9262
1643731200.0,2768.14,2813,2766.18,2801.99,20783.5777
1643727600.0,2771.46,2773.68,2732.05,2768.54,26624.0833
1643724000.0,2791.6,2811.26,2756.3,2771.45,32716.3941
1643720400.0,2781.23,2804.99,2766.26,2791.61,22437.101
1643716800.0,2761.31,2788.96,2754.76,2781.23,17411.963
1643713200.0,2735.95,2769.8,2729.99,2761.32,18735.3659
1643709600.0,2735.4,2746.35,2719,2735.96,15748.2763
1643706000.0,2765.28,2796.79,2728.97,2735.4,35639.5691
1643702400.0,2736.69,2766,2732,2765.65,12231.2726
1643698800.0,2733.22,2746.56,2732.21,2736.69,7894.0943
1643695200.0,2732.85,2739.16,2718.22,2733.23,11106.3761
1643691600.0,2743.97,2751.75,2731.57,2732.85,11401.285
1643688000.0,2751.63,2767.31,2734,2743.97,14842.0961
1643684400.0,2715.09,2757.9,2709.3,2751.62,30008.54702
1643680800.0,2684.54,2719,2680.08,2715.08,12803.1086
1643677200.0,2689.04,2702,2678.79,2684.54,11068.0981
1643673600.0,2686.94,2706,2673.52,2689.05,14609.8163
1643670000.0,2680,2690,2676.7,2686.94,14428.2578
1643666400.0,2680.03,2705.84,2677.72,2680,12960.5481
1643662800.0,2684.1,2688.68,2673.93,2679.63,8589.7975
1643659200.0,2672.5,2694.85,2662.51,2683.97,17417.8597
1643655600.0,2679.17,2706.77,2661.53,2672.72,26051.81
1643652000.0,2686.9,2694.92,2673.04,2679.17,14535.9691
1643648400.0,2678.45,2692.99,2669.28,2686.82,12020.3764
1643634000.0,2540.2,2564.41,2520,2561.12,10285.7057
1643630400.0,2558,2572.41,2520,2540.09,17385.9721
1643626800.0,2552.07,2569.75,2518.45,2558.01,18248.4985
1643623200.0,2542.13,2556.43,2534.33,2552.07,7941.2288
1643619600.0,2531.91,2546.56,2523.27,2542.13,10341.3492
1643616000.0,2525.95,2534.89,2523.03,2532.07,2090.4697
1643601600.0,2512.07,2512.07,2476.07,2498.63,13829.2948
1643598000.0,2512.26,2521.9,2501.95,2512.07,12480.1887
1643594400.0,2525.04,2525.88,2490.75,2512.25,31943.5663
1643590800.0,2538.98,2550.53,2521.55,2525.04,24726.0299
1643587200.0,2580.67,2588.53,2533.17,2538.98,21663.2648
1643576400.0,2575.43,2579.06,2548.78,2567.31,7701.8559
1643572800.0,2560.25,2582.86,2542.5,2575.42,17848.2534
1643569200.0,2597.53,2597.69,2552.95,2560.25,18710.5761
1643565600.0,2618.46,2624.66,2595.41,2597.53,7979.7523
1643562000.0,2598.12,2620.97,2586.64,2618.46,7742.694
1643558400.0,2617.78,2620,2592.52,2598.12,6426.3638
1643547600.0,2615.75,2623.16,2603.24,2617.64,4955.0528
1643544000.0,2626.24,2639,2608,2615.6,11031.2814
1643540400.0,2627,2640,2610.09,2626.24,9122.9715
1643536800.0,2609.87,2627.12,2604.43,2627.12,7930.5977
1643533200.0,2606.87,2616.97,2597.3,2609.86,7203.9808
1643529600.0,2618.89,2627.33,2600,2606.88,11337.9959
1643526000.0,2615.89,2632.4,2608.92,2618.89,11614.1002
1643522400.0,2605.21,2619.9,2595.96,2615.88,14733.5344
1643518800.0,2590.36,2613.32,2588.1,2605.21,14907.9724
1643515200.0,2570.48,2592.39,2568,2590.37,11146.9128
1643511600.0,2580.84,2587.97,2566.7,2570.48,6657.0156
1643508000.0,2583.17,2583.4,2572,2580.66,1555.0081
1643500800.0,2601.43,2614.97,2575.03,2580.03,12450.5627
1643497200.0,2600.2,2604.33,2581.19,2601.43,8767.225
1643493600.0,2614.67,2619.53,2593.38,2600.09,8153.2032
1643490000.0,2605.8,2636.02,2600.23,2614.67,14734.0329
1643486400.0,2589.99,2636.66,2580.25,2605.79,25534.9224
1643482800.0,2592.07,2605.55,2587.01,2589.99,9856.9393
1643479200.0,2564.86,2601.62,2563.2,2592.26,12038.6045
1643475600.0,2558.75,2577,2557.5,2564.86,10801.0289
1643472000.0,2543.68,2562.03,2527.01,2558.74,14744.9149
1643468400.0,2541.38,2553.68,2523.65,2543.36,22568.7815
1643464800.0,2606.16,2607.61,2532.26,2541.08,40546.3307
1643461200.0,2574.28,2607.69,2562.62,2606.16,20651.8215
1643457600.0,2554.83,2590,2540,2574.28,20301.7648
1643454000.0,2551.71,2555.41,2541.96,2554.84,7867.846
1643450400.0,2549.42,2558,2537,2551.71,5816.0667
1643446800.0,2556.78,2556.82,2535,2549.41,11230.3815
1643443200.0,2567.94,2578.62,2552.5,2556.25,13649.1906
1643439600.0,2542.68,2570,2537.83,2567.94,23041.3027
1643436000.0,2533.65,2550.84,2528.87,2542.68,11427.6014
1643432400.0,2538.65,2541,2522.65,2533.65,13348.7964
1643428800.0,2541.48,2554.6,2536.22,2538.65,14685.3131
1643425200.0,2528.72,2545.62,2525.11,2541.48,12383.3998
1643421600.0,2532,2542.32,2520.01,2528.72,10974.2704
1643418000.0,2561.4,2570.38,2528.42,2531.99,16338.7879
1643414400.0,2544.99,2585.89,2539.57,2561.4,19988.5275
1643410800.0,2515.33,2558.98,2515.33,2544.99,15116.7722
1643407200.0,2533.99,2550.08,2514.37,2515.33,12391.8029
1643403600.0,2509.44,2549.5,2506.43,2533.99,28583.3005
1643400000.0,2461.74,2517.22,2459.44,2509.44,25747.4811
1643396400.0,2470.15,2478.48,2425.51,2461.74,14933.0555
1643392800.0,2454.51,2487,2452.29,2470.16,14179.186
1643389200.0,2474.01,2492.26,2447.65,2454.49,15647.8217
1643385600.0,2442.94,2485.37,2433,2474,31587.273
1643382000.0,2395.83,2448.6,2390,2442.94,28686.8553
1643378400.0,2430.46,2440.95,2380.11,2395.83,33507.968
1643374800.0,2374.92,2436.91,2369.57,2430.45,31324.9444
1643371200.0,2396.84,2404.97,2357.88,2374.92,17527.64
1643367600.0,2401.37,2407.31,2371.87,2396.84,13209.1888
1643364000.0,2389,2412.71,2374.7,2401.37,15467.9476
1643360400.0,2403.52,2420.99,2378.61,2389.22,14887.5199
1643356800.0,2390.31,2407.59,2375.12,2403.73,21874.5908
1643353200.0,2421.64,2440.71,2390,2390.3,22859.6247
1643349600.0,2448.35,2474.09,2421.08,2421.64,17982.9675
1643346000.0,2440.46,2458.42,2431.92,2448.36,11027.833
1643342400.0,2446.91,2461,2424.36,2440.83,16975.019
1643338800.0,2404.33,2455,2399.62,2446.92,24583.6619
1643335200.0,2396.29,2405.2,2360,2404.33,19776.2023
1643331600.0,2431.65,2440.92,2385.15,2396.22,16923.1921
1643328000.0,2424.02,2446.68,2411.42,2431.65,20071.9329
1643324400.0,2382.39,2431.23,2381.59,2424.25,28943.9798
1643320800.0,2340.01,2400,2330.63,2382.39,16617.9424
1643313600.0,2394.9,2414.89,2363,2365.21,15536.5826
1643310000.0,2434.5,2447.81,2390.5,2394.9,27225.048
1643306400.0,2448.71,2456.52,2409.51,2434.5,17728.0109
1643302800.0,2477.2,2487.84,2436.78,2448.7,18574.3758
1643299200.0,2479.6,2496.25,2449.96,2477.65,23899.6748
1643295600.0,2492.86,2517.96,2460.26,2479.84,28858.2666
1643292000.0,2487.16,2521,2475.38,2492.85,30456.5509
1643288400.0,2457.34,2490.7,2451.89,2487.16,22403.5739
1643284800.0,2456.67,2470.3,2442.42,2457.34,18386.1363
1643281200.0,2424.37,2459.01,2423.11,2456.66,15127.6152
1643277600.0,2441.79,2451,2416.43,2424.37,13081.5214
1643274000.0,2440.08,2448.89,2426.25,2441.78,19352.1858
1643270400.0,2403.78,2444.97,2385.19,2440.08,21678.2159
1643266800.0,2400.64,2419.63,2387.81,2403.78,17118.2885
1643263200.0,2390.09,2403.34,2375.35,2400.64,12136.1349
1643259600.0,2393.81,2409.8,2381.05,2390.09,15419.6167
1643256000.0,2364.87,2398.91,2360.75,2393.81,19498.7787
1643252400.0,2387.51,2406.95,2354.02,2364.87,35452.9271
1643248800.0,2390.88,2396.18,2356.66,2387.51,35508.3298
1643245200.0,2484.44,2484.47,2384.27,2390.88,44191.9789
1643241600.0,2463,2495.25,2445.91,2484.44,20494.6738
1643238000.0,2438.19,2477,2433.1,2462.99,27816.6238
1643234400.0,2417.95,2442.97,2402.03,2438.18,28348.2075
1643230800.0,2519.74,2534.34,2412.67,2417.95,38562.575
1643227200.0,2573.84,2573.84,2469.54,2519.12,86831.1033
1643223600.0,2604.89,2722,2564,2573.83,133281.8762
1643220000.0,2595.38,2625,2560,2604.89,33332.0974
1643216400.0,2614.84,2638.25,2590.53,2595.37,25949.6326
1643212800.0,2605.44,2620.4,2595.05,2614.84,20789.5326
1643209200.0,2646.2,2658.66,2587.2,2605.44,45472.1329
1643205600.0,2622.97,2668.58,2615,2646.22,53655.6318
1643202000.0,2532.16,2636.93,2524.4,2622.97,77471.99739
1643198400.0,2546.58,2547.92,2528.82,2532.15,15882.8732
1643194800.0,2526.09,2548.2,2515.09,2546.58,21945.6567
1643191200.0,2489.4,2539.63,2476.8,2526.1,22493.1241
1643187600.0,2487.64,2519.09,2481.84,2489.4,25388.0011
1643184000.0,2461.17,2492.29,2460.37,2487.63,17696.5018
1643180400.0,2451.31,2465.1,2444.49,2461.46,10831.2284
1643176800.0,2475.97,2486.42,2445.58,2451.31,15681.7088
1643173200.0,2498.93,2500,2474.64,2475.97,12452.6595
1643169600.0,2476.26,2500,2463.43,2498.92,16916.6272
1643166000.0,2444.87,2484.76,2443.85,2476.26,15637.0311
1643162400.0,2445.46,2469.98,2442.97,2444.86,10811.643
1643158800.0,2423.65,2449.44,2422.81,2445.59,10788.261
1643155200.0,2459.04,2462.8,2414.71,2423.66,19702.6793
1643151600.0,2437.72,2471.46,2430.01,2458.83,14551.4869
1643148000.0,2412.84,2438.21,2404.51,2437.58,8397.5707
1643144400.0,2438.26,2442.11,2404.7,2412.84,15844.809
1643140800.0,2466.28,2470.65,2430.18,2438.26,23095.0205
1643137200.0,2496.58,2504.58,2466.05,2466.28,16684.5462
1643133600.0,2480.61,2506.55,2465.34,2496.69,23942.0855
1643130000.0,2432.91,2492.94,2430.36,2480.61,28911.2644
1643126400.0,2419.03,2451.99,2412.51,2432.91,25455.0099
1643122800.0,2393.33,2440.43,2365.23,2419.34,34915.3418
1643119200.0,2427.86,2469.12,2388.13,2393.59,61214.7525
1643115600.0,2438.41,2443.16,2403.88,2427.86,25513.4034
1643112000.0,2424.32,2461.35,2407.99,2438.41,25420.9987
1643108400.0,2428.82,2442.55,2406.52,2424.33,20486.004
1643104800.0,2426.02,2453.06,2417.16,2428.82,23597.1129
1643101200.0,2385.42,2434.9,2381.43,2426.02,17233.668
1643097600.0,2383.35,2412.78,2373.56,2385.41,27234.2132
1643094000.0,2364.72,2387.22,2348.96,2383.35,18535.2019
1643090400.0,2394.06,2399.38,2363.6,2364.73,12048.7922
1643086800.0,2379.22,2396.82,2375.12,2394.06,11700.7743
1643083200.0,2415.76,2421.96,2375.01,2379.22,11724.5162
1643079600.0,2410.68,2425,2396.18,2415.76,11744.1098
1643076000.0,2391.71,2414.24,2382.26,2410.68,12520.9873
1643072400.0,2388.02,2403.09,2377.6,2391.71,16003.0884
1643068800.0,2439.56,2442.9,2385.47,2388.02,23361.9921
1643065200.0,2412.49,2450,2411.57,2439.29,14393.3056
1643061600.0,2442,2455.15,2407.4,2412.49,14626.946
1643058000.0,2465.14,2477.44,2437.3,2442,23240.5695
1643054400.0,2378.92,2480.58,2368.28,2465.16,48201.013
1643050800.0,2385.6,2400.16,2341.3,2378.92,40427.4661
1643047200.0,2348.02,2406.73,2331.73,2385.6,75381.2909
1643043600.0,2259.83,2367,2212.3,2348.01,75350.2418
1643040000.0,2274.55,2308,2220.48,2259.84,60343.3739
1643036400.0,2204.61,2286.24,2159,2274.99,96574.3295
1643032800.0,2184.11,2255.59,2160,2204.61,94202.5032
1643029200.0,2190.45,2232.26,2170.03,2183.67,77480.6035
1643025600.0,2238.36,2249.41,2172.22,2190.11,73057.0629
1643022000.0,2216.65,2284.79,2200.9,2238.36,70004.41201
1643018400.0,2336.52,2343.54,2210,2216.65,119407.48598
1643014800.0,2384.31,2394.97,2321.01,2336.53,58154.2493
1643011200.0,2386.65,2446.2,2363.93,2384.3,40528.1868
1643007600.0,2435.05,2435.06,2380.48,2386.65,22662.3311
1643004000.0,2439.84,2455.95,2428.95,2435.05,9041.5223
1643000400.0,2438.7,2445.55,2414.7,2439.67,15462.8999
1642996800.0,2459.69,2471.38,2428.04,2438.7,11599.3173
1642993200.0,2436.62,2463.79,2432.91,2459.69,14607.1059
1642989600.0,2457.35,2463.76,2431.8,2436.62,18658.8232
1642986000.0,2490.27,2501.41,2451.41,2457.34,19677.6418
1642982400.0,2539,2539.75,2482.52,2490.26,30044.4763
1642978800.0,2445.5,2547.65,2437.62,2539.01,79693.2913
1642975200.0,2421.49,2447.87,2417.8,2445.5,10367.4956
1642971600.0,2423.48,2438.92,2404.17,2421.49,12594.4347
1642968000.0,2384.01,2428,2370.8,2423.48,18192.9799
1642964400.0,2414.53,2428.88,2375.82,2384.01,26120.7048
1642960800.0,2437.17,2446.4,2406.17,2414.32,15906.8496
1642957200.0,2426.38,2446.39,2423.04,2437.18,7693.6072
1642953600.0,2432.49,2454.44,2415.74,2426.37,18727.015
1642950000.0,2433.51,2440.62,2419,2432.49,16537.8353
1642946400.0,2505.14,2518.27,2405.01,2433.51,45136.9866
1642942800.0,2495.15,2510.07,2482.77,2505.14,14937.0611
1642939200.0,2498.26,2505,2481.34,2495.15,18960.0676
1642935600.0,2533.8,2535.99,2491.5,2498.26,20254.8944
1642932000.0,2534.53,2537.72,2508.22,2533.92,27367.1174
1642928400.0,2520.2,2556.78,2508.89,2534.63,32830.896
1642924800.0,2487.84,2520.25,2477,2520.19,38522.9353
1642921200.0,2462.95,2502.32,2458.36,2487.83,29531.9789
1642917600.0,2467.84,2480,2450.15,2462.94,18191.547
1642914000.0,2432.51,2484.51,2411.09,2467.83,39116.0787
1642910400.0,2416.68,2444.81,2407.08,2432.51,19869.1255
1642906800.0,2395.37,2420.4,2385.9,2416.68,11201.3857
1642903200.0,2444.86,2448.68,2388.37,2395.36,19852.6507
1642899600.0,2448.01,2463.87,2433.43,2444.86,16601.8404
1642896000.0,2412.18,2450,2398.03,2448,22279.8054
1642892400.0,2379.37,2414.15,2368.3,2412.18,12294.2003
1642888800.0,2446.04,2446.89,2365,2379.37,14116.2185
1642885200.0,2429.9,2472.01,2410,2446.04,22241.9558
1642881600.0,2337.65,2457.48,2320,2429.67,60362.3732
1642878000.0,2331.09,2374.9,2320,2337.35,32489.5476
1642874400.0,2379.98,2400.42,2321.71,2330.57,53141.8958
1642870800.0,2439.85,2451.1,2369,2379.98,34045.863
1642867200.0,2387,2464.84,2361.73,2439.38,50046.4124
1642863600.0,2418.65,2431.34,2381,2387,42004.0032
1642860000.0,2467.26,2473.4,2415.66,2418.65,37298.8695
1642856400.0,2490.65,2521.84,2458.09,2467.04,43253.7833
1642852800.0,2431.07,2499,2422.45,2490.65,45852.4931
1642849200.0,2450.13,2485.91,2385.52,2431.07,57161.3499
1642845600.0,2389.01,2469,2300,2450.13,150098.16307
1642842000.0,2469.37,2486.89,2371.58,2389.01,74282.60756
1642838400.0,2464.03,2504.84,2462.74,2469.37,30089.3507
1642834800.0,2507.12,2530.04,2423.66,2464.1,57650.3823
1642831200.0,2495.97,2534.05,2462.02,2507.12,52191.8475
1642827600.0,2554.94,2564.77,2477.93,2495.56,47522.8675
1642824000.0,2567.69,2577.01,2546,2554.94,27153.6391
1642820400.0,2593.3,2616.93,2540,2567.26,37178.5678
1642816800.0,2607.56,2610,2581.4,2593.3,22538.0822
1642813200.0,2591.29,2617.28,2580.9,2607.56,29706.7581
1642809600.0,2567.47,2626,2549.07,2591.58,48602.8795
1642806000.0,2545.62,2598.69,2403,2568.15,92974.26597
1642802400.0,2607.62,2648.57,2500,2545.63,85281.4489
1642798800.0,2744.74,2758.32,2558.25,2608.28,110835.94107
1642795200.0,2741.91,2764.82,2700.36,2744.74,60020.6322
1642791600.0,2766.14,2790.29,2738.17,2741.92,16639.7927
1642788000.0,2780.27,2807.13,2754,2765.93,29565.3331
1642784400.0,2809.96,2815.78,2766.24,2780.27,23035.3349
1642780800.0,2830.46,2861.58,2792.05,2809.97,30486.0072
1642777200.0,2783.6,2853.72,2766.41,2830.9,43955.1967
1642773600.0,2796.97,2834.56,2766,2783.88,35681.7772
1642770000.0,2777.9,2815,2758.42,2797.49,32719.5297
1642766400.0,2848.18,2854.68,2730.39,2777.89,76590.7525
1642762800.0,2872.54,2877.76,2834.44,2848.17,23948.5042
1642759200.0,2868.97,2886.93,2862.49,2872.54,16147.8991
1642755600.0,2892.13,2893.75,2868.5,2868.97,17030.667
1642752000.0,2882.66,2900,2877.38,2892.14,23488.3023
1642748400.0,2845.31,2897.07,2836.06,2882.65,30978.9086
1642744800.0,2859.21,2866.73,2833.19,2845.23,24353.6479
1642741200.0,2863.05,2877.26,2849.29,2859.2,20864.081
